№;school;grade;sex;variant;short;entire;speaking;initial;final;min
263;131;11;Ж;341;--++++-++---;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;6;27;27
264;131;11;Ж;340;--++-++-++--;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;6;27;27
265;131;11;Ж;338;++++-+--+---;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;6;27;27
266;132;13;Ж;101;+++++-----+-;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;6;27;27
267;132;11;Ж;344;+++++---+---;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;6;27;27
268;132;11;М;337;++++-+--+---;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;6;27;27
269;132;11;М;348;+++++---+---;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;6;27;27
270;132;11;Ж;338;+++++---+---;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;6;27;27
271;132;11;Ж;337;++-++---++--;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;6;27;27
272;132;11;М;343;-+++++--+---;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;6;27;27
273;132;11;М;337;-++++---+-+-;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;6;27;27
274;132;11;Ж;341;+++++---+---;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;6;27;27
275;132;11;М;339;+++++--+----;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;6;27;27
276;132;13;Ж;101;-++++--++---;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;6;27;27
277;132;11;Ж;338;+-+++---++--;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;6;27;27
278;132;11;М;340;++++----+--+;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;6;27;27
279;133;11;Ж;340;+++++---+---;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;6;27;27
280;133;11;Ж;343;+++++---+---;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;6;27;27
281;133;11;Ж;341;-++++-+-+---;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;6;27;27
282;133;11;М;346;+++++---+---;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;6;27;27
283;133;13;М;105;+++++--+----;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;6;27;27
284;133;11;М;346;-+++++--+---;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;6;27;27
285;133;11;Ж;346;-++++---+-+-;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;6;27;27
286;133;11;М;337;+-++++--+---;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;6;27;27
287;133;11;М;339;++++----+--+;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;6;27;27
288;133;11;Ж;348;-+++----+--+;1(2)0(2)0(2)0(3)0(3)0(4)0(4);;6;27;27
289;134;11;Ж;341;+++-+---++--;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;6;27;27
290;134;11;М;346;+-++----+++-;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;6;27;27
291;134;11;Ж;341;+++++---+---;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;6;27;27
292;134;11;М;337;++-++----+-+;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;6;27;27
293;135;11;Ж;346;-++-++--+-+-;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;6;27;27
294;135;11;М;337;+++++---+---;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;6;27;27
295;135;11;М;343;+++-++--+---;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;6;27;27
296;135;11;Ж;346;+++++----+--;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;6;27;27
297;135;11;Ж;339;+++-++--+---;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;6;27;27
298;135;13;М;205;+++-+-+----+;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;6;27;27
299;135;11;М;344;-++++---++--;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;6;27;27
300;135;12;Ж;346;+++++---+---;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;6;27;27
301;135;11;М;338;++-+---++--+;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;6;27;27
302;136;11;Ж;347;++++-+--+---;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;6;27;27
303;136;13;Ж;505;+++-+-------;0(2)0(2)0(2)0(3)0(3)0(4)2(4);;6;27;27
304;136;11;М;337;++++----++--;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;6;27;27
305;136;11;М;348;++++---+-+--;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;6;27;27
306;136;11;Ж;340;++++----++--;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;6;27;27
307;136;11;Ж;346;++-+-+--++--;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;6;27;27
308;136;11;Ж;340;-+++++--+---;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;6;27;27
309;136;11;М;340;-++++---+-+-;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;6;27;27
310;136;11;М;342;+++++---+---;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;6;27;27
311;136;11;Ж;345;++++-----++-;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;6;27;27
312;136;11;Ж;338;++++-+---+--;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;6;27;27
313;136;11;Ж;347;+++++---+---;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;6;27;27
314;136;11;М;346;++++---++---;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;6;27;27
315;136;11М;Ж;339;+++-+---+-+-;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;6;27;27
316;136;11А;М;347;+++++---+---;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;6;27;27
317;136;11М;Ж;341;+++++----+--;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;6;27;27
318;136;11;М;343;-++-+-+-++--;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;6;27;27
319;136;13;М;101;-++-+--+-+-+;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;6;27;27
320;136;11;М;343;-+++++--+---;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;6;27;27
321;136;11;М;338;+++++---+---;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;6;27;27
322;136;11;М;348;+++-++--+---;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;6;27;27
323;136;11;Ж;338;++++----++--;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;6;27;27
324;136;13;Ж;502;+++-+-+----+;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;6;27;27
325;136;11;Ж;337;+++++---+---;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;6;27;27
326;136;11;М;345;+++++---+---;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;6;27;27
327;136;13;М;503;+++--++-+---;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;6;27;27
328;136;11;Ж;343;++-+++--+---;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;6;27;27
329;136;11;Ж;343;+++++---+---;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;6;27;27
330;136;11;Ж;338;+++++---+---;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;6;27;27
331;136;11;Ж;340;-++++---+-+-;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;6;27;27
332;136;11;М;338;+++-++--+---;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;6;27;27
333;136;11;Ж;344;-++++-+-+---;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;6;27;27
334;136;11;Ж;339;+++-+--++---;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;6;27;27
335;136;11;Ж;346;--++++-++---;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;6;27;27
336;136;11;Ж;348;++++-+---+--;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;6;27;27
337;136;13;Ж;348;++++-+--+---;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;6;27;27
338;136;11;Ж;340;-+++++--+---;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;6;27;27
339;136;11;Ж;343;++++-+--+---;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;6;27;27
340;136;11;М;347;+++++---+---;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;6;27;27
341;136;13;М;504;++-++-+-+---;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;6;27;27
342;136;11А;Ж;340;-+++++--+---;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;6;27;27
343;136;11А;М;344;+++++--+----;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;6;27;27
344;136;11А;М;342;-+++-+--++--;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;6;27;27
345;136;11Б;Ж;347;--+++++-+---;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;6;27;27
346;136;11А;М;341;++-++-+-----;0(2)0(2)0(2)0(3)0(3)0(4)1(4);;6;27;27
347;136;11Б;Ж;347;+++++---+---;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;6;27;27
348;136;11А;М;337;++++----++--;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;6;27;27
349;136;11А;Ж;503;+++-+++-----;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;6;27;27
350;136;11А;Ж;337;++-++---++--;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;6;27;27
351;136;13;М;504;+++++--+----;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;6;27;27
352;136;11В;Ж;340;+-+++---++--;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;6;27;27
353;136;11В;Ж;343;++-++---++--;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;6;27;27
354;136;13;М;103;+++-+-+--+--;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;6;27;27
355;136;13;Ж;101;-++-+--+-+-+;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;6;27;27
356;136;13;М;102;++++++------;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;6;27;27
357;136;11В;М;339;+++++---+---;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;6;27;27
358;136;11В;Ж;337;+-++++--+---;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;6;27;27
359;136;11В;Ж;338;++-+-+--++--;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;6;27;27
360;136;11В;Ж;502;++--+-++---+;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;6;27;27
361;136;11;М;339;++-+++--+---;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;6;27;27
362;136;11;М;342;-+-++--++-+-;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;6;27;27
363;136;11;Ж;346;+++++---+---;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;6;27;27
364;136;11;Ж;339;++-+++--+---;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;6;27;27
365;136;11;Ж;341;++++--+-+---;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;6;27;27
366;136;12Б;М;343;++++---++---;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;6;27;27
367;136;12А;Ж;345;+-++-+--+-+-;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;6;27;27
368;136;11;Ж;346;+++++---+---;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;6;27;27
369;137;11;М;344;++++-++-----;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;6;27;27
370;137;11Б;М;346;-+++----+++-;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;6;27;27
371;137;11Б;Ж;342;+++--++-+---;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;6;27;27
372;121;11;Ж;344;++++++--+---;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;7;33;27
373;121;11;Ж;341;++++--+-++--;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;7;33;27
374;121;11;М;337;+++-+--++--+;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;7;33;27
375;121;11;Ж;348;+++++--++---;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;7;33;27
376;121;11;Ж;343;+++++--++---;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;7;33;27
377;121;11;Ж;348;+++++---++--;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;7;33;27
378;122;11;М;342;+++-+---+---;2(2)0(2)0(2)0(3)0(3)0(4)0(4);;7;33;27
379;122;11;М;347;++++++----+-;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;7;33;27
380;122;11;М;339;++++++--+---;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;7;33;27
381;122;11;Ж;343;++++++--+---;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;7;33;27
382;122;11;М;345;++++-++-+---;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;7;33;27
383;122;11;Ж;341;++++++---+--;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;7;33;27
384;122;11;Ж;343;+++++---++--;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;7;33;27
385;123;11;Ж;348;+-++++--++--;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;7;33;27
386;123;11;М;347;+-++++--+-+-;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;7;33;27
387;123;11;М;345;++-++---+--+;1(2)0(2)0(2)0(3)0(3)0(4)0(4);;7;33;27
388;123;11;М;343;+++++-+-+---;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;7;33;27
389;123;11;Ж;347;+++++---++--;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;7;33;27
390;123;11;Ж;348;++++++--+---;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;7;33;27
391;123;11;Ж;338;++++++--+---;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;7;33;27
392;123;13;М;503;+++-++++----;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;7;33;27
393;123;11;Ж;337;+++++---++--;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;7;33;27
394;123;11;Ж;341;+++++--++---;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;7;33;27
395;124;11;М;342;+++-+---++-+;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;7;33;27
396;124;11;Ж;345;+-+++++-+---;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;7;33;27
397;124;11;Ж;346;+++++---++--;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;7;33;27
398;124;11;М;340;-+++-++-+-+-;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;7;33;27
399;124;11;Ж;342;+++-++-++---;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;7;33;27
400;124;11;Ж;345;+++-++--+-+-;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;7;33;27
401;124;11;М;348;+++-+---++-+;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;7;33;27
402;124;11;Ж;345;++++++--+---;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;7;33;27
403;124;11;М;339;+++++---+-+-;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;7;33;27
404;124;11;М;348;++++-+-++---;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;7;33;27
405;124;11;Ж;338;-+++-++++---;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;7;33;27
406;124;11;Ж;347;-+++++--+-+-;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;7;33;27
407;124;11;Ж;344;++++++--+---;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;7;33;27
408;125;11Б;Ж;344;++-+----++++;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;7;33;27
409;125;11Б;Ж;343;++++++--+---;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;7;33;27
410;125;11Б;Ж;337;+-++++--++--;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;7;33;27
411;125;11А;М;344;-+++++--++--;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;7;33;27
412;125;11Б;Ж;340;-++++-+-++--;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;7;33;27
413;125;11Б;Ж;337;+++++---+-+-;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;7;33;27
414;125;11Б;М;344;++-++--++-+-;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;7;33;27
415;126;11;М;342;+++++---++--;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;7;33;27
416;126;11;Ж;339;+++++---+-+-;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;7;33;27
417;126;11;М;339;++++++--+---;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;7;33;27
418;126;11;М;337;++++-+-+-+--;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;7;33;27
419;126;11;Ж;347;++-++--+++--;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;7;33;27
420;127;11;Ж;344;-+++++--++--;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;7;33;27
421;127;11;Ж;344;+++++---++--;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;7;33;27
422;127;11;М;337;+++-++--+-+-;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;7;33;27
423;127;13;Ж;506;+++-++-++---;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;7;33;27
424;127;11;Ж;345;++-++++-+---;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;7;33;27
425;127;11;Ж;347;+-++++--++--;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;7;33;27
426;127;11;М;343;++++---+++--;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;7;33;27
427;127;11;Ж;347;-++++---++-+;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;7;33;27
428;127;11;Ж;341;++++--+-+-+-;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;7;33;27
429;127;11;М;346;+++++---+-+-;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;7;33;27
430;127;11;Ж;346;++++++--+---;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;7;33;27
431;127;11;Ж;343;++++-+--++--;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;7;33;27
432;127;11;Ж;344;-++++++-+---;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;7;33;27
433;127;11;Ж;338;-++++---+++-;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;7;33;27
434;127;11;Ж;340;--++++--+++-;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;7;33;27
435;127;11;М;347;+++++---++--;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;7;33;27
436;127;11;М;342;++-+-++++---;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;7;33;27
437;128;11;Ж;341;++++++--+---;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;7;33;27
438;128;11;Ж;341;-++++---+++-;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;7;33;27
439;128;11;Ж;340;-+++++--++--;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;7;33;27
440;128;11;М;344;++++-+-++---;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;7;33;27
441;128;11;Ж;348;+-+++---+++-;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;7;33;27
442;128;11;М;348;-+++++--+--+;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;7;33;27
443;128;11;М;340;++-++-+-++--;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;7;33;27
444;129;13;Ж;506;+++-+-+++---;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;7;33;27
445;129;11;М;338;++++-+-++---;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;7;33;27
446;129;11;Ж;348;+++++---++--;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;7;33;27
447;129;11;Ж;346;+-++-+-+++--;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;7;33;27
448;130;11;Ж;347;-+++++-++---;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;7;33;27
449;130;11;Ж;345;++++-+--+-+-;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;7;33;27
450;130;11;Ж;340;-+++++--++--;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;7;33;27
451;130;11;М;341;+++++--++---;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;7;33;27
452;130;11;Ж;504;++---+-++--+;1(2)0(2)0(2)0(3)0(3)0(4)0(4);;7;33;27
453;130;11;М;345;++++++--+---;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;7;33;27
454;131;11;Ж;337;+++++---++--;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;7;33;27
455;131;11;Ж;345;+++--+--+++-;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;7;33;27
456;131;11;М;344;+++-++--++--;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;7;33;27
457;132;11;Ж;346;+++++---++--;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;7;33;27
458;132;11;М;338;++++-++-+---;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;7;33;27
459;132;13;М;106;-++-+--++++-;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;7;33;27
460;132;11;Ж;343;-+++++---++-;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;7;33;27
461;132;11;Ж;347;-+++++--++--;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;7;33;27
462;132;11;М;342;+++++---++--;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;7;33;27
463;132;11;Ж;347;++++---+++--;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;7;33;27
464;132;11;М;341;++++-+-++---;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;7;33;27
465;132;11;Ж;344;+++++---++--;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;7;33;27
466;132;11;М;348;++++++--+---;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;7;33;27
467;132;11;М;347;++++-+--++--;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;7;33;27
468;132;11;М;342;+++++-+-+---;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;7;33;27
469;132;13;М;503;+++-+-+-+-+-;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;7;33;27
470;132;11;Ж;345;+++++---++--;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;7;33;27
471;132;11;Ж;341;++-++--+++--;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;7;33;27
472;133;11;Ж;337;+++++-+-+---;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;7;33;27
473;133;11;Ж;347;++++-+--++--;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;7;33;27
474;133;11;Ж;340;-+++++--++--;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;7;33;27
475;133;11;М;348;+++++---+--+;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;7;33;27
476;133;11;Ж;345;++++-+--++--;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;7;33;27
477;133;11;Ж;340;-+++-+--+++-;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;7;33;27
478;133;11;М;339;+++++-+-+---;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;7;33;27
479;133;11;М;339;+-+++---+++-;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;7;33;27
480;133;11;М;343;+++++----++-;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;7;33;27
481;134;11;Ж;344;+++--+--+++-;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;7;33;27
482;135;11;Ж;347;+++++---++--;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;7;33;27
483;135;11;М;344;-+++++--++--;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;7;33;27
484;135;11;М;346;++-++---+++-;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;7;33;27
485;135;11;Ж;506;+++-++++----;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;7;33;27
486;135;11;Ж;344;-++++---++--;1(2)0(2)0(2)0(3)0(3)0(4)0(4);;7;33;27
487;135;13;М;105;++++++-+----;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;7;33;27
488;135;13;М;105;+++-+--++--+;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;7;33;27
489;135;13;Ж;106;+++-+-++-+--;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;7;33;27
490;135;11;М;346;++++++--+---;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;7;33;27
491;135;11;М;338;+++++---++--;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;7;33;27
492;135;11;М;342;++++-+--++--;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;7;33;27
493;135;11;Ж;342;+++++---+--+;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;7;33;27
494;135;11;Ж;344;++++++---+--;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;7;33;27
495;135;12;М;348;+++-++--+-+-;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;7;33;27
496;135;12;М;347;-+++++--+-+-;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;7;33;27
497;135;11;М;505;++--++-++-+-;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;7;33;27
498;135;11;Ж;348;-++++---+++-;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;7;33;27
499;135;11;М;501;+++-++-++---;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;7;33;27
500;135;11;Ж;341;++++++--+---;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;7;33;27
501;135;11;Ж;341;++-++++-+---;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;7;33;27
502;136;11;Ж;338;++++++----+-;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;7;33;27
503;136;11;Ж;345;++++++--+---;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;7;33;27
504;136;11;Ж;337;+++++---++--;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;7;33;27
505;136;11;М;337;+-+-++--++-+;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;7;33;27
506;136;11;М;342;-+++-++++---;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;7;33;27
507;136;11;Ж;345;+++++---++--;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;7;33;27
508;136;11;М;348;+++++---++--;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;7;33;27
509;136;13;М;506;+-+++--+--+-;0(2)0(2)0(2)0(3)0(3)0(4)1(4);;7;33;27
510;136;11;М;339;++++++--+---;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;7;33;27
511;136;11;М;343;+++++---++--;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;7;33;27
512;136;11;М;347;-++++--+++--;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;7;33;27
513;136;11;М;337;-++++--++-+-;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;7;33;27
514;136;11;М;341;-++++---++-+;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;7;33;27
515;136;11;М;341;-+++++--++--;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;7;33;27
516;136;11;Ж;346;+++++---++--;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;7;33;27
517;136;11;М;341;+++++--++---;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;7;33;27
518;136;13;М;104;+++-+--+-++-;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;7;33;27
519;136;11;Ж;337;-+++++--+-+-;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;7;33;27
